Order_Item_ID,Order_ID,Product_ID,Quantity,Unit_Price,Discount,Sales,Cost,Profit
ITEM-100050,ORD-10023,PROD-1010,1,1021.85,0.0,1021.85,715.3,306.55
ITEM-100051,ORD-10023,PROD-1360,3,256.6,0.0,769.8,492.42,277.38
ITEM-100052,ORD-10023,PROD-1160,1,550.94,0.0,550.94,306.83,244.11
ITEM-100053,ORD-10023,PROD-1325,4,787.34,0.0,3149.36,2025.88,1123.48
ITEM-100054,ORD-10024,PROD-1244,1,332.9,0.1,299.61,169.41,130.2
ITEM-100055,ORD-10024,PROD-1302,4,590.82,0.0,2363.28,1414.4,948.88
ITEM-100056,ORD-10025,PROD-1069,1,54.12,0.15,46.0,32.15,13.85
ITEM-100057,ORD-10026,PROD-1068,1,36.3,0.1,32.67,21.56,11.11
ITEM-100058,ORD-10027,PROD-1054,3,7.92,0.0,23.76,13.08,10.68
ITEM-100059,ORD-10028,PROD-1367,3,98.42,0.4,177.16,189.54,-12.38
ITEM-100060,ORD-10028,PROD-1321,2,90.73,0.0,181.46,156.58,24.88
ITEM-100061,ORD-10029,PROD-1006,4,1001.39,0.0,4005.56,2803.88,1201.68
ITEM-100062,ORD-10029,PROD-1198,5,424.36,0.0,2121.8,1365.65,756.15
ITEM-100063,ORD-10030,PROD-1067,4,45.97,0.15,156.3,109.21,47.09
ITEM-100064,ORD-10030,PROD-1456,1,156.3,0.4,93.78,94.68,-0.9
ITEM-100065,ORD-10030,PROD-1226,3,212.25,0.0,636.75,518.59,118.16
ITEM-100066,ORD-10030,PROD-1099,2,381.26,0.1,686.27,492.33,193.94
ITEM-100067,ORD-10031,PROD-1304,2,793.27,0.1,1427.89,827.42,600.47
ITEM-100068,ORD-10031,PROD-1489,1,482.6,0.0,482.6,365.56,117.04
ITEM-100069,ORD-10032,PROD-1188,4,301.44,0.1,1085.18,798.08,287.1
ITEM-100070,ORD-10032,PROD-1201,4,461.57,0.3,1292.4,1104.08,188.32
ITEM-100071,ORD-10033,PROD-1109,2,269.24,0.0,538.48,322.34,216.14
ITEM-100072,ORD-10034,PROD-1490,2,517.63,0.1,931.73,670.26,261.47
ITEM-100073,ORD-10035,PROD-1015,1,47.13,0.15,40.06,25.92,14.14
ITEM-100074,ORD-10035,PROD-1016,3,48.98,0.0,146.94,80.82,66.12
ITEM-100075,ORD-10035,PROD-1226,2,212.25,0.1,382.05,320.12,61.93
ITEM-100076,ORD-10036,PROD-1187,1,175.39,0.0,175.39,119.28,56.11
ITEM-100077,ORD-10036,PROD-1040,1,481.57,0.3,337.1,426.48,-89.38
ITEM-100078,ORD-10037,PROD-1305,1,661.5,0.3,463.05,411.28,51.77
ITEM-100079,ORD-10037,PROD-1235,2,403.71,0.1,726.68,522.1,204.58
ITEM-100080,ORD-10038,PROD-1401,4,85.47,0.0,341.88,245.6,96.28
ITEM-100081,ORD-10039,PROD-1141,2,779.66,0.0,1559.32,1323.2,236.12
ITEM-100082,ORD-10039,PROD-1301,5,764.96,0.1,3442.32,3066.5,375.82
ITEM-100083,ORD-10039,PROD-1351,1,678.53,0.0,678.53,488.59,189.94
ITEM-100084,ORD-10039,PROD-1276,1,50.76,0.0,50.76,37.28,13.48
ITEM-100085,ORD-10040,PROD-1455,1,374.94,0.0,374.94,317.6,57.34
ITEM-100086,ORD-10040,PROD-1352,1,41.69,0.2,33.35,33.5,-0.15
ITEM-100087,ORD-10041,PROD-1193,3,403.77,0.2,969.05,693.91,275.14
ITEM-100088,ORD-10042,PROD-1024,2,800.19,0.1,1440.34,1120.26,320.08
ITEM-100089,ORD-10043,PROD-1077,1,34.2,0.0,34.2,18.81,15.39
ITEM-100090,ORD-10043,PROD-1371,1,514.9,0.0,514.9,413.86,101.04
ITEM-100091,ORD-10044,PROD-1156,3,231.96,0.0,695.88,579.42,116.46
ITEM-100092,ORD-10045,PROD-1260,1,403.0,0.0,403.0,303.08,99.92
ITEM-100093,ORD-10045,PROD-1283,3,592.91,0.0,1778.73,1213.2,565.53
ITEM-100094,ORD-10046,PROD-1358,1,398.9,0.4,239.34,252.69,-13.35
ITEM-100095,ORD-10046,PROD-1025,3,868.97,0.1,2346.22,1970.83,375.39
ITEM-100096,ORD-10046,PROD-1469,1,262.85,0.3,184.0,216.78,-32.78
ITEM-100097,ORD-10047,PROD-1329,1,639.47,0.3,447.63,385.57,62.06
ITEM-100098,ORD-10047,PROD-1257,5,182.24,0.0,911.2,661.3,249.9
ITEM-100099,ORD-10047,PROD-1238,1,432.71,0.4,259.63,244.29,15.34
ITEM-100100,ORD-10047,PROD-1165,3,337.71,0.0,1013.13,603.51,409.62
ITEM-100101,ORD-10048,PROD-1322,1,245.72,0.0,245.72,195.1,50.62
ITEM-100102,ORD-10049,PROD-1047,3,15.97,0.1,43.12,26.34,16.78
ITEM-100103,ORD-10049,PROD-1012,2,278.83,0.0,557.66,390.36,167.3
ITEM-100104,ORD-10050,PROD-1450,4,209.92,0.15,713.73,649.4,64.33
ITEM-100105,ORD-10051,PROD-1372,4,280.7,0.0,1122.8,770.56,352.24
ITEM-100106,ORD-10052,PROD-1319,1,27.48,0.1,24.73,18.2,6.53
ITEM-100107,ORD-10052,PROD-1422,1,484.47,0.4,290.68,356.05,-65.37
ITEM-100108,ORD-10052,PROD-1480,3,108.52,0.0,325.56,223.24,102.32
ITEM-100109,ORD-10052,PROD-1126,1,642.75,0.15,546.34,511.61,34.73
ITEM-100110,ORD-10053,PROD-1227,2,568.72,0.0,1137.44,629.44,508.0
ITEM-100111,ORD-10053,PROD-1250,1,174.23,0.15,148.1,88.73,59.37
ITEM-100112,ORD-10053,PROD-1486,2,56.26,0.15,95.64,69.42,26.22
ITEM-100113,ORD-10053,PROD-1406,1,348.28,0.15,296.04,261.61,34.43
ITEM-100114,ORD-10054,PROD-1129,4,84.61,0.0,338.44,250.12,88.32
ITEM-100115,ORD-10054,PROD-1061,4,111.92,0.15,380.53,246.24,134.29
ITEM-100116,ORD-10055,PROD-1474,3,374.63,0.15,955.31,565.62,389.69
ITEM-100117,ORD-10055,PROD-1493,3,561.16,0.0,1683.48,1389.48,294.0
ITEM-100118,ORD-10056,PROD-1052,1,32.14,0.0,32.14,17.68,14.46
ITEM-100119,ORD-10056,PROD-1382,2,741.28,0.05,1408.43,968.64,439.79
ITEM-100120,ORD-10056,PROD-1108,5,713.1,0.1,3208.95,2204.55,1004.4
ITEM-100121,ORD-10056,PROD-1149,1,54.48,0.15,46.31,29.51,16.8
ITEM-100122,ORD-10057,PROD-1121,3,783.81,0.05,2233.86,1320.0,913.86
ITEM-100123,ORD-10058,PROD-1346,3,780.93,0.0,2342.79,1447.65,895.14
ITEM-100124,ORD-10058,PROD-1160,2,550.94,0.2,881.5,613.66,267.84
ITEM-100125,ORD-10058,PROD-1410,2,63.41,0.0,126.82,98.94,27.88
ITEM-100126,ORD-10058,PROD-1063,3,105.22,0.1,284.09,173.61,110.48
ITEM-100127,ORD-10059,PROD-1193,1,403.77,0.0,403.77,231.3,172.47
ITEM-100128,ORD-10060,PROD-1348,4,190.48,0.3,533.34,646.64,-113.3
ITEM-100129,ORD-10060,PROD-1393,2,235.05,0.15,399.58,285.6,113.98
ITEM-100130,ORD-10061,PROD-1462,4,737.03,0.1,2653.31,2011.4,641.91
ITEM-100131,ORD-10061,PROD-1307,1,136.72,0.1,123.05,84.34,38.71
ITEM-100132,ORD-10061,PROD-1386,1,21.59,0.1,19.43,15.23,4.2
ITEM-100133,ORD-10062,PROD-1421,4,750.2,0.2,2400.64,2082.04,318.6
ITEM-100134,ORD-10063,PROD-1126,1,642.75,0.1,578.48,511.61,66.87
ITEM-100135,ORD-10063,PROD-1044,2,118.5,0.4,142.2,209.89,-67.69
ITEM-100136,ORD-10063,PROD-1396,1,458.18,0.0,458.18,291.85,166.33
ITEM-100137,ORD-10064,PROD-1455,3,374.94,0.05,1068.58,952.8,115.78
ITEM-100138,ORD-10064,PROD-1177,1,398.77,0.0,398.77,235.43,163.34
ITEM-100139,ORD-10064,PROD-1380,2,694.49,0.0,1388.98,1177.4,211.58
ITEM-100140,ORD-10065,PROD-1118,1,418.19,0.0,418.19,305.27,112.92
ITEM-100141,ORD-10065,PROD-1339,1,554.68,0.3,388.28,432.76,-44.48
ITEM-100142,ORD-10066,PROD-1121,2,783.81,0.0,1567.62,880.0,687.62
ITEM-100143,ORD-10066,PROD-1078,1,572.69,0.0,572.69,316.03,256.66
ITEM-100144,ORD-10066,PROD-1272,3,91.44,0.1,246.89,167.37,79.52
ITEM-100145,ORD-10067,PROD-1464,1,351.34,0.0,351.34,229.7,121.64
ITEM-100146,ORD-10068,PROD-1093,4,364.26,0.4,874.22,1235.64,-361.42
ITEM-100147,ORD-10069,PROD-1002,1,479.29,0.0,479.29,335.5,143.79
ITEM-100148,ORD-10069,PROD-1293,4,723.94,0.0,2895.76,2450.44,445.32
ITEM-100149,ORD-10069,PROD-1206,2,79.42,0.2,127.07,87.14,39.93
ITEM-100150,ORD-10069,PROD-1101,2,784.46,0.0,1568.92,825.84,743.08
ITEM-100151,ORD-10070,PROD-1391,1,719.44,0.05,683.47,421.03,262.44
ITEM-100152,ORD-10071,PROD-1076,2,51.44,0.0,102.88,56.58,46.3
ITEM-100153,ORD-10071,PROD-1202,2,265.71,0.0,531.42,344.84,186.58
ITEM-100154,ORD-10071,PROD-1474,1,374.63,0.0,374.63,188.54,186.09
ITEM-100155,ORD-10071,PROD-1125,2,496.52,0.0,993.04,824.58,168.46
ITEM-100156,ORD-10072,PROD-1376,1,23.84,0.0,23.84,15.08,8.76
ITEM-100157,ORD-10073,PROD-1313,2,17.17,0.0,34.34,27.0,7.34
ITEM-100158,ORD-10074,PROD-1010,1,1021.85,0.0,1021.85,715.3,306.55
ITEM-100159,ORD-10075,PROD-1059,5,31.31,0.0,156.55,86.1,70.45
ITEM-100160,ORD-10075,PROD-1169,1,703.79,0.0,703.79,538.36,165.43
ITEM-100161,ORD-10076,PROD-1444,1,768.07,0.0,768.07,515.18,252.89
ITEM-100162,ORD-10076,PROD-1112,3,675.2,0.0,2025.6,1150.62,874.98
ITEM-100163,ORD-10077,PROD-1088,1,216.06,0.0,216.06,183.37,32.69
ITEM-100164,ORD-10077,PROD-1091,1,719.86,0.0,719.86,512.72,207.14
ITEM-100165,ORD-10078,PROD-1437,2,498.26,0.1,896.87,776.63,120.24
ITEM-100166,ORD-10078,PROD-1269,1,384.65,0.0,384.65,257.79,126.86
ITEM-100167,ORD-10079,PROD-1443,3,19.58,0.0,58.74,34.32,24.42
ITEM-100168,ORD-10079,PROD-1398,5,708.52,0.05,3365.47,2054.1,1311.37
ITEM-100169,ORD-10079,PROD-1051,2,92.49,0.15,157.23,101.74,55.49
ITEM-100170,ORD-10079,PROD-1160,2,550.94,0.0,1101.88,613.66,488.22
ITEM-100171,ORD-10080,PROD-1141,4,779.66,0.0,3118.64,2646.4,472.24
ITEM-100172,ORD-10080,PROD-1365,2,38.97,0.2,62.35,59.06,3.29
ITEM-100173,ORD-10080,PROD-1021,2,69.78,0.0,139.56,76.76,62.8
ITEM-100174,ORD-10081,PROD-1128,5,725.23,0.0,3626.15,2061.55,1564.6
ITEM-100175,ORD-10081,PROD-1366,1,567.25,0.0,567.25,372.25,195.0
ITEM-100176,ORD-10081,PROD-1251,2,342.93,0.2,548.69,557.22,-8.53
ITEM-100177,ORD-10081,PROD-1222,1,394.22,0.1,354.8,253.54,101.26
ITEM-100178,ORD-10082,PROD-1470,1,585.08,0.1,526.57,339.81,186.76
ITEM-100179,ORD-10082,PROD-1471,4,772.45,0.2,2471.84,2238.93,232.91
ITEM-100180,ORD-10083,PROD-1046,5,404.12,0.3,1414.42,1656.9,-242.48
ITEM-100181,ORD-10083,PROD-1265,1,317.54,0.05,301.66,190.86,110.8
ITEM-100182,ORD-10084,PROD-1121,3,783.81,0.0,2351.43,1320.0,1031.43
ITEM-100183,ORD-10084,PROD-1440,4,425.15,0.0,1700.6,1136.96,563.64
ITEM-100184,ORD-10085,PROD-1262,1,535.38,0.4,321.23,300.55,20.68
ITEM-100185,ORD-10086,PROD-1146,2,196.98,0.15,334.87,322.14,12.73
ITEM-100186,ORD-10087,PROD-1202,3,265.71,0.0,797.13,517.26,279.87
ITEM-100187,ORD-10087,PROD-1291,1,108.31,0.0,108.31,90.41,17.9
ITEM-100188,ORD-10087,PROD-1376,1,23.84,0.0,23.84,13.96,9.88
ITEM-100189,ORD-10088,PROD-1452,2,93.5,0.0,187.0,158.18,28.82
ITEM-100190,ORD-10089,PROD-1237,1,150.65,0.0,150.65,126.0,24.65
ITEM-100191,ORD-10090,PROD-1409,1,189.06,0.0,189.06,118.02,71.04
ITEM-100192,ORD-10091,PROD-1190,1,94.67,0.0,94.67,62.16,32.51
ITEM-100193,ORD-10092,PROD-1447,2,306.95,0.0,613.9,423.04,190.86
ITEM-100194,ORD-10093,PROD-1137,5,88.99,0.15,378.21,230.8,147.41
ITEM-100195,ORD-10094,PROD-1232,2,644.25,0.0,1288.5,698.05,590.45
ITEM-100196,ORD-10095,PROD-1026,1,1386.65,0.0,1386.65,970.66,415.99
ITEM-100197,ORD-10096,PROD-1426,1,328.35,0.2,262.68,184.12,78.56
ITEM-100198,ORD-10096,PROD-1447,3,306.95,0.4,552.51,587.55,-35.04
ITEM-100199,ORD-10097,PROD-1372,1,280.7,0.15,238.59,208.05,30.54
ITEM-100200,ORD-10098,PROD-1216,2,438.85,0.0,877.7,571.42,306.28
ITEM-100201,ORD-10099,PROD-1473,3,84.07,0.0,252.21,177.06,75.15
ITEM-100202,ORD-10100,PROD-1331,1,205.56,0.05,195.28,142.96,52.32
ITEM-100203,ORD-10101,PROD-1105,2,570.04,0.0,1140.08,853.89,286.19
ITEM-100204,ORD-10101,PROD-1492,1,296.17,0.15,251.74,197.38,54.36
ITEM-100205,ORD-10102,PROD-1173,1,566.22,0.0,566.22,325.31,240.91
ITEM-100206,ORD-10103,PROD-1125,1,496.52,0.0,496.52,412.29,84.23
ITEM-100207,ORD-10104,PROD-1110,4,689.72,0.05,2620.94,1621.08,999.86
ITEM-100208,ORD-10105,PROD-1372,1,280.7,0.3,196.49,208.05,-11.56
ITEM-100209,ORD-10106,PROD-1422,4,484.47,0.0,1937.88,1318.72,619.16
ITEM-100210,ORD-10107,PROD-1156,2,231.96,0.0,463.92,386.28,77.64
ITEM-100211,ORD-10107,PROD-1481,1,478.51,0.3,334.96,304.83,30.13
ITEM-100212,ORD-10107,PROD-1475,5,229.54,0.0,1147.7,651.75,495.95
ITEM-100213,ORD-10108,PROD-1126,4,642.75,0.0,2571.0,1894.84,676.16
ITEM-100214,ORD-10109,PROD-1351,1,678.53,0.05,644.6,488.59,156.01
ITEM-100215,ORD-10109,PROD-1139,4,82.45,0.0,329.8,234.44,95.36
ITEM-100216,ORD-10109,PROD-1149,2,54.48,0.4,65.38,59.02,6.36
ITEM-100217,ORD-10110,PROD-1431,2,193.72,0.3,271.21,204.56,66.65
ITEM-100218,ORD-10110,PROD-1414,1,766.52,0.1,689.87,430.29,259.58
ITEM-100219,ORD-10111,PROD-1313,1,17.17,0.0,17.17,13.5,3.67
ITEM-100220,ORD-10112,PROD-1170,2,421.04,0.0,842.08,648.66,193.42
ITEM-100221,ORD-10113,PROD-1037,2,362.2,0.15,615.74,594.0,21.74
ITEM-100222,ORD-10113,PROD-1330,2,639.26,0.3,894.96,854.74,40.22
ITEM-100223,ORD-10113,PROD-1178,5,399.17,0.05,1896.06,1227.55,668.51
ITEM-100224,ORD-10113,PROD-1441,1,771.42,0.1,694.28,452.83,241.45
ITEM-100225,ORD-10114,PROD-1483,1,327.84,0.0,327.84,264.24,63.6
ITEM-100226,ORD-10114,PROD-1482,2,32.97,0.2,52.75,36.82,15.93
ITEM-100227,ORD-10115,PROD-1481,1,478.51,0.1,430.66,304.83,125.83
ITEM-100228,ORD-10116,PROD-1204,4,263.31,0.2,842.59,745.56,97.03
ITEM-100229,ORD-10116,PROD-1015,1,47.13,0.1,42.42,25.92,16.5
ITEM-100230,ORD-10116,PROD-1247,2,449.81,0.0,899.62,676.78,222.84
ITEM-100231,ORD-10117,PROD-1055,4,28.2,0.0,112.8,67.0,45.8
ITEM-100232,ORD-10118,PROD-1226,3,212.25,0.0,636.75,480.18,156.57
ITEM-100233,ORD-10119,PROD-1474,1,374.63,0.15,318.44,188.54,129.9
ITEM-100234,ORD-10119,PROD-1018,1,103.89,0.0,103.89,57.14,46.75
ITEM-100235,ORD-10120,PROD-1026,5,1386.65,0.0,6933.25,4853.3,2079.95
ITEM-100236,ORD-10121,PROD-1140,1,757.49,0.15,643.87,632.75,11.12
ITEM-100237,ORD-10121,PROD-1055,5,28.2,0.0,141.0,83.75,57.25
ITEM-100238,ORD-10121,PROD-1002,4,479.29,0.0,1917.16,1449.36,467.8
ITEM-100239,ORD-10121,PROD-1086,1,543.8,0.0,543.8,444.78,99.02
ITEM-100240,ORD-10122,PROD-1011,1,905.95,0.0,905.95,634.16,271.79
ITEM-100241,ORD-10122,PROD-1018,1,103.89,0.2,83.11,57.14,25.97
ITEM-100242,ORD-10123,PROD-1465,1,200.15,0.2,160.12,108.59,51.53
ITEM-100243,ORD-10123,PROD-1411,3,478.32,0.05,1363.21,1059.06,304.15
ITEM-100244,ORD-10124,PROD-1367,3,98.42,0.05,280.5,175.5,105.0
ITEM-100245,ORD-10125,PROD-1334,3,240.41,0.2,576.98,536.04,40.94
ITEM-100246,ORD-10126,PROD-1224,2,153.46,0.1,276.23,271.12,5.11
ITEM-100247,ORD-10126,PROD-1085,1,519.69,0.0,519.69,314.88,204.81
ITEM-100248,ORD-10126,PROD-1471,1,772.45,0.3,540.72,559.73,-19.01
ITEM-100249,ORD-10127,PROD-1244,3,332.9,0.15,848.89,508.23,340.66
ITEM-100250,ORD-10127,PROD-1060,4,84.9,0.0,339.6,186.8,152.8
ITEM-100251,ORD-10127,PROD-1224,1,153.46,0.0,153.46,125.52,27.94
ITEM-100252,ORD-10128,PROD-1030,1,584.18,0.15,496.55,517.35,-20.8
ITEM-100253,ORD-10128,PROD-1489,5,482.6,0.15,2051.05,1974.02,77.03
ITEM-100254,ORD-10129,PROD-1294,2,523.22,0.0,1046.44,745.8,300.64
ITEM-100255,ORD-10130,PROD-1400,1,626.62,0.4,375.97,403.47,-27.5
ITEM-100256,ORD-10131,PROD-1308,4,93.61,0.1,337.0,301.15,35.85
ITEM-100257,ORD-10131,PROD-1110,1,689.72,0.0,689.72,437.69,252.03
ITEM-100258,ORD-10131,PROD-1401,3,85.47,0.0,256.41,198.94,57.47
ITEM-100259,ORD-10131,PROD-1324,1,341.58,0.2,273.26,266.9,6.36
ITEM-100260,ORD-10132,PROD-1079,4,781.53,0.4,1875.67,2173.82,-298.15
ITEM-100261,ORD-10133,PROD-1255,2,395.07,0.0,790.14,642.46,147.68
ITEM-100262,ORD-10134,PROD-1006,1,1001.39,0.3,700.97,757.05,-56.08
ITEM-100263,ORD-10134,PROD-1092,1,779.19,0.1,701.27,504.38,196.89
ITEM-100264,ORD-10135,PROD-1384,4,269.42,0.0,1077.68,838.68,239.0
ITEM-100265,ORD-10135,PROD-1205,1,443.4,0.0,443.4,331.44,111.96
ITEM-100266,ORD-10135,PROD-1491,3,313.23,0.15,798.74,710.56,88.18
ITEM-100267,ORD-10135,PROD-1350,1,673.96,0.1,606.56,408.32,198.24
ITEM-100268,ORD-10136,PROD-1401,5,85.47,0.0,427.35,307.0,120.35
ITEM-100269,ORD-10137,PROD-1135,2,547.08,0.1,984.74,896.88,87.86
ITEM-100270,ORD-10138,PROD-1285,1,427.86,0.3,299.5,382.92,-83.42
ITEM-100271,ORD-10138,PROD-1121,1,783.81,0.3,548.67,475.2,73.47
ITEM-100272,ORD-10139,PROD-1429,2,665.17,0.15,1130.79,813.02,317.77
ITEM-100273,ORD-10139,PROD-1210,1,47.99,0.0,47.99,37.12,10.87
ITEM-100274,ORD-10140,PROD-1361,1,474.85,0.2,379.88,363.88,16.0
ITEM-100275,ORD-10141,PROD-1182,3,282.62,0.0,847.86,527.1,320.76
ITEM-100276,ORD-10142,PROD-1102,1,260.37,0.1,234.33,157.28,77.05
ITEM-100277,ORD-10143,PROD-1405,2,790.35,0.1,1422.63,935.11,487.52
ITEM-100278,ORD-10144,PROD-1174,1,476.03,0.1,428.43,303.37,125.06
ITEM-100279,ORD-10144,PROD-1450,1,209.92,0.1,188.93,162.35,26.58
ITEM-100280,ORD-10144,PROD-1038,1,234.06,0.0,234.06,191.93,42.13
ITEM-100281,ORD-10144,PROD-1300,2,703.19,0.15,1195.42,833.92,361.5
ITEM-100282,ORD-10145,PROD-1152,1,782.54,0.0,782.54,543.55,238.99
ITEM-100283,ORD-10145,PROD-1197,1,682.15,0.4,409.29,362.06,47.23
ITEM-100284,ORD-10145,PROD-1285,1,427.86,0.1,385.07,354.56,30.51
ITEM-100285,ORD-10146,PROD-1301,5,764.96,0.1,3442.32,3066.5,375.82
ITEM-100286,ORD-10146,PROD-1267,1,223.23,0.0,223.23,153.79,69.44
ITEM-100287,ORD-10147,PROD-1463,2,277.23,0.0,554.46,493.93,60.53
ITEM-100288,ORD-10147,PROD-1462,1,737.03,0.1,663.33,543.08,120.25
ITEM-100289,ORD-10148,PROD-1044,1,118.5,0.3,82.95,104.94,-21.99
ITEM-100290,ORD-10148,PROD-1122,1,384.04,0.2,307.23,232.52,74.71
ITEM-100291,ORD-10149,PROD-1272,1,91.44,0.1,82.3,55.79,26.51
ITEM-100292,ORD-10149,PROD-1239,2,323.88,0.0,647.76,420.64,227.12
ITEM-100293,ORD-10149,PROD-1093,1,364.26,0.0,364.26,308.91,55.35
ITEM-100294,ORD-10149,PROD-1305,3,661.5,0.2,1587.6,1233.84,353.76
ITEM-100295,ORD-10150,PROD-1290,1,729.17,0.0,729.17,376.1,353.07
ITEM-100296,ORD-10150,PROD-1484,1,468.19,0.15,397.96,326.1,71.86
ITEM-100297,ORD-10151,PROD-1431,1,193.72,0.0,193.72,110.46,83.26
ITEM-100298,ORD-10151,PROD-1092,2,779.19,0.3,1090.87,1008.76,82.11
ITEM-100299,ORD-10151,PROD-1382,1,741.28,0.0,741.28,523.07,218.21
ITEM-100300,ORD-10152,PROD-1368,2,749.92,0.0,1499.84,770.58,729.26
ITEM-100301,ORD-10153,PROD-1187,3,175.39,0.1,473.55,331.32,142.23
ITEM-100302,ORD-10154,PROD-1322,2,245.72,0.0,491.44,390.2,101.24
ITEM-100303,ORD-10154,PROD-1431,1,193.72,0.0,193.72,102.28,91.44
ITEM-100304,ORD-10155,PROD-1442,1,610.63,0.05,580.1,334.62,245.48
ITEM-100305,ORD-10156,PROD-1411,1,478.32,0.0,478.32,353.02,125.3
ITEM-100306,ORD-10156,PROD-1281,2,390.04,0.1,702.07,631.66,70.41
ITEM-100307,ORD-10157,PROD-1488,2,269.27,0.0,538.54,351.08,187.46
ITEM-100308,ORD-10157,PROD-1364,1,474.43,0.0,474.43,394.73,79.7
ITEM-100309,ORD-10157,PROD-1284,2,339.83,0.15,577.71,449.72,127.99
ITEM-100310,ORD-10157,PROD-1471,1,772.45,0.0,772.45,518.27,254.18
ITEM-100311,ORD-10158,PROD-1186,5,228.73,0.0,1143.65,894.55,249.1
ITEM-100312,ORD-10159,PROD-1100,2,762.93,0.2,1220.69,939.56,281.13
